schema_name,table_name,column_name,ordinal_position,data_type,is_nullable,column_default,is_primary_key,foreign_keys
auth,audit_log_entries,instance_id,1,uuid,YES,null,false,null
auth,audit_log_entries,id,2,uuid,NO,null,true,null
auth,audit_log_entries,payload,3,json,YES,null,false,null
auth,audit_log_entries,created_at,4,timestamp with time zone,YES,null,false,null
auth,audit_log_entries,ip_address,5,character varying,NO,''::character varying,false,null
auth,flow_state,id,1,uuid,NO,null,true,null
auth,flow_state,user_id,2,uuid,YES,null,false,null
auth,flow_state,auth_code,3,text,NO,null,false,null
auth,flow_state,code_challenge_method,4,USER-DEFINED,NO,null,false,null
auth,flow_state,code_challenge,5,text,NO,null,false,null
auth,flow_state,provider_type,6,text,NO,null,false,null
auth,flow_state,provider_access_token,7,text,YES,null,false,null
auth,flow_state,provider_refresh_token,8,text,YES,null,false,null
auth,flow_state,created_at,9,timestamp with time zone,YES,null,false,null
auth,flow_state,updated_at,10,timestamp with time zone,YES,null,false,null
auth,flow_state,authentication_method,11,text,NO,null,false,null
auth,flow_state,auth_code_issued_at,12,timestamp with time zone,YES,null,false,null
auth,identities,provider_id,1,text,NO,null,false,null
auth,identities,user_id,2,uuid,NO,null,false,"[{""target_table"":""users"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""identities_user_id_fkey""}]"
auth,identities,identity_data,3,jsonb,NO,null,false,null
auth,identities,provider,4,text,NO,null,false,null
auth,identities,last_sign_in_at,5,timestamp with time zone,YES,null,false,null
auth,identities,created_at,6,timestamp with time zone,YES,null,false,null
auth,identities,updated_at,7,timestamp with time zone,YES,null,false,null
auth,identities,email,8,text,YES,null,false,null
auth,identities,id,9,uuid,NO,gen_random_uuid(),true,null
auth,instances,id,1,uuid,NO,null,true,null
auth,instances,uuid,2,uuid,YES,null,false,null
auth,instances,raw_base_config,3,text,YES,null,false,null
auth,instances,created_at,4,timestamp with time zone,YES,null,false,null
auth,instances,updated_at,5,timestamp with time zone,YES,null,false,null
auth,mfa_amr_claims,session_id,1,uuid,NO,null,false,"[{""target_table"":""sessions"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""mfa_amr_claims_session_id_fkey""}]"
auth,mfa_amr_claims,created_at,2,timestamp with time zone,NO,null,false,null
auth,mfa_amr_claims,updated_at,3,timestamp with time zone,NO,null,false,null
auth,mfa_amr_claims,authentication_method,4,text,NO,null,false,null
auth,mfa_amr_claims,id,5,uuid,NO,null,true,null
auth,mfa_challenges,id,1,uuid,NO,null,true,null
auth,mfa_challenges,factor_id,2,uuid,NO,null,false,"[{""target_table"":""mfa_factors"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""mfa_challenges_auth_factor_id_fkey""}]"
auth,mfa_challenges,created_at,3,timestamp with time zone,NO,null,false,null
auth,mfa_challenges,verified_at,4,timestamp with time zone,YES,null,false,null
auth,mfa_challenges,ip_address,5,inet,NO,null,false,null
auth,mfa_challenges,otp_code,6,text,YES,null,false,null
auth,mfa_challenges,web_authn_session_data,7,jsonb,YES,null,false,null
auth,mfa_factors,id,1,uuid,NO,null,true,null
auth,mfa_factors,user_id,2,uuid,NO,null,false,"[{""target_table"":""users"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""mfa_factors_user_id_fkey""}]"
auth,mfa_factors,friendly_name,3,text,YES,null,false,null
auth,mfa_factors,factor_type,4,USER-DEFINED,NO,null,false,null
auth,mfa_factors,status,5,USER-DEFINED,NO,null,false,null
auth,mfa_factors,created_at,6,timestamp with time zone,NO,null,false,null
auth,mfa_factors,updated_at,7,timestamp with time zone,NO,null,false,null
auth,mfa_factors,secret,8,text,YES,null,false,null
auth,mfa_factors,phone,9,text,YES,null,false,null
auth,mfa_factors,last_challenged_at,10,timestamp with time zone,YES,null,false,null
auth,mfa_factors,web_authn_credential,11,jsonb,YES,null,false,null
auth,mfa_factors,web_authn_aaguid,12,uuid,YES,null,false,null
auth,mfa_factors,last_webauthn_challenge_data,13,jsonb,YES,null,false,null
auth,oauth_authorizations,id,1,uuid,NO,null,true,null
auth,oauth_authorizations,authorization_id,2,text,NO,null,false,null
auth,oauth_authorizations,client_id,3,uuid,NO,null,false,"[{""target_table"":""oauth_clients"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""oauth_authorizations_client_id_fkey""}]"
auth,oauth_authorizations,user_id,4,uuid,YES,null,false,"[{""target_table"":""users"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""oauth_authorizations_user_id_fkey""}]"
auth,oauth_authorizations,redirect_uri,5,text,NO,null,false,null
auth,oauth_authorizations,scope,6,text,NO,null,false,null
auth,oauth_authorizations,state,7,text,YES,null,false,null
auth,oauth_authorizations,resource,8,text,YES,null,false,null
auth,oauth_authorizations,code_challenge,9,text,YES,null,false,null
auth,oauth_authorizations,code_challenge_method,10,USER-DEFINED,YES,null,false,null
auth,oauth_authorizations,response_type,11,USER-DEFINED,NO,'code'::auth.oauth_response_type,false,null
auth,oauth_authorizations,status,12,USER-DEFINED,NO,'pending'::auth.oauth_authorization_status,false,null
auth,oauth_authorizations,authorization_code,13,text,YES,null,false,null
auth,oauth_authorizations,created_at,14,timestamp with time zone,NO,now(),false,null
auth,oauth_authorizations,expires_at,15,timestamp with time zone,NO,(now() + '00:03:00'::interval),false,null
auth,oauth_authorizations,approved_at,16,timestamp with time zone,YES,null,false,null
auth,oauth_clients,id,1,uuid,NO,null,true,null
auth,oauth_clients,client_secret_hash,3,text,YES,null,false,null
auth,oauth_clients,registration_type,4,USER-DEFINED,NO,null,false,null
auth,oauth_clients,redirect_uris,5,text,NO,null,false,null
auth,oauth_clients,grant_types,6,text,NO,null,false,null
auth,oauth_clients,client_name,7,text,YES,null,false,null
auth,oauth_clients,client_uri,8,text,YES,null,false,null
auth,oauth_clients,logo_uri,9,text,YES,null,false,null
auth,oauth_clients,created_at,10,timestamp with time zone,NO,now(),false,null
auth,oauth_clients,updated_at,11,timestamp with time zone,NO,now(),false,null
auth,oauth_clients,deleted_at,12,timestamp with time zone,YES,null,false,null
auth,oauth_clients,client_type,13,USER-DEFINED,NO,'confidential'::auth.oauth_client_type,false,null
auth,oauth_consents,id,1,uuid,NO,null,true,null
auth,oauth_consents,user_id,2,uuid,NO,null,false,"[{""target_table"":""users"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""oauth_consents_user_id_fkey""}]"
auth,oauth_consents,client_id,3,uuid,NO,null,false,"[{""target_table"":""oauth_clients"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""oauth_consents_client_id_fkey""}]"
auth,oauth_consents,scopes,4,text,NO,null,false,null
auth,oauth_consents,granted_at,5,timestamp with time zone,NO,now(),false,null
auth,oauth_consents,revoked_at,6,timestamp with time zone,YES,null,false,null
auth,one_time_tokens,id,1,uuid,NO,null,true,null
auth,one_time_tokens,user_id,2,uuid,NO,null,false,"[{""target_table"":""users"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""one_time_tokens_user_id_fkey""}]"
auth,one_time_tokens,token_type,3,USER-DEFINED,NO,null,false,null
auth,one_time_tokens,token_hash,4,text,NO,null,false,null
auth,one_time_tokens,relates_to,5,text,NO,null,false,null
auth,one_time_tokens,created_at,6,timestamp without time zone,NO,now(),false,null
auth,one_time_tokens,updated_at,7,timestamp without time zone,NO,now(),false,null
auth,refresh_tokens,instance_id,1,uuid,YES,null,false,null
auth,refresh_tokens,id,2,bigint,NO,nextval('auth.refresh_tokens_id_seq'::regclass),true,null
auth,refresh_tokens,token,3,character varying,YES,null,false,null
auth,refresh_tokens,user_id,4,character varying,YES,null,false,null
auth,refresh_tokens,revoked,5,boolean,YES,null,false,null
auth,refresh_tokens,created_at,6,timestamp with time zone,YES,null,false,null
auth,refresh_tokens,updated_at,7,timestamp with time zone,YES,null,false,null
auth,refresh_tokens,parent,8,character varying,YES,null,false,null
auth,refresh_tokens,session_id,9,uuid,YES,null,false,"[{""target_table"":""sessions"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""refresh_tokens_session_id_fkey""}]"
auth,saml_providers,id,1,uuid,NO,null,true,null
auth,saml_providers,sso_provider_id,2,uuid,NO,null,false,"[{""target_table"":""sso_providers"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""saml_providers_sso_provider_id_fkey""}]"
auth,saml_providers,entity_id,3,text,NO,null,false,null
auth,saml_providers,metadata_xml,4,text,NO,null,false,null
auth,saml_providers,metadata_url,5,text,YES,null,false,null
auth,saml_providers,attribute_mapping,6,jsonb,YES,null,false,null
auth,saml_providers,created_at,7,timestamp with time zone,YES,null,false,null
auth,saml_providers,updated_at,8,timestamp with time zone,YES,null,false,null
auth,saml_providers,name_id_format,9,text,YES,null,false,null
auth,saml_relay_states,id,1,uuid,NO,null,true,null
auth,saml_relay_states,sso_provider_id,2,uuid,NO,null,false,"[{""target_table"":""sso_providers"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""saml_relay_states_sso_provider_id_fkey""}]"
auth,saml_relay_states,request_id,3,text,NO,null,false,null
auth,saml_relay_states,for_email,4,text,YES,null,false,null
auth,saml_relay_states,redirect_to,5,text,YES,null,false,null
auth,saml_relay_states,created_at,7,timestamp with time zone,YES,null,false,null
auth,saml_relay_states,updated_at,8,timestamp with time zone,YES,null,false,null
auth,saml_relay_states,flow_state_id,9,uuid,YES,null,false,"[{""target_table"":""flow_state"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""saml_relay_states_flow_state_id_fkey""}]"
auth,schema_migrations,version,1,character varying,NO,null,true,null
auth,sessions,id,1,uuid,NO,null,true,null
auth,sessions,user_id,2,uuid,NO,null,false,"[{""target_table"":""users"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""sessions_user_id_fkey""}]"
auth,sessions,created_at,3,timestamp with time zone,YES,null,false,null
auth,sessions,updated_at,4,timestamp with time zone,YES,null,false,null
auth,sessions,factor_id,5,uuid,YES,null,false,null
auth,sessions,aal,6,USER-DEFINED,YES,null,false,null
auth,sessions,not_after,7,timestamp with time zone,YES,null,false,null
auth,sessions,refreshed_at,8,timestamp without time zone,YES,null,false,null
auth,sessions,user_agent,9,text,YES,null,false,null
auth,sessions,ip,10,inet,YES,null,false,null
auth,sessions,tag,11,text,YES,null,false,null
auth,sessions,oauth_client_id,12,uuid,YES,null,false,"[{""target_table"":""oauth_clients"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""sessions_oauth_client_id_fkey""}]"
auth,sessions,refresh_token_hmac_key,13,text,YES,null,false,null
auth,sessions,refresh_token_counter,14,bigint,YES,null,false,null
auth,sso_domains,id,1,uuid,NO,null,true,null
auth,sso_domains,sso_provider_id,2,uuid,NO,null,false,"[{""target_table"":""sso_providers"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""sso_domains_sso_provider_id_fkey""}]"
auth,sso_domains,domain,3,text,NO,null,false,null
auth,sso_domains,created_at,4,timestamp with time zone,YES,null,false,null
auth,sso_domains,updated_at,5,timestamp with time zone,YES,null,false,null
auth,sso_providers,id,1,uuid,NO,null,true,null
auth,sso_providers,resource_id,2,text,YES,null,false,null
auth,sso_providers,created_at,3,timestamp with time zone,YES,null,false,null
auth,sso_providers,updated_at,4,timestamp with time zone,YES,null,false,null
auth,sso_providers,disabled,5,boolean,YES,null,false,null
auth,users,instance_id,1,uuid,YES,null,false,null
auth,users,id,2,uuid,NO,null,true,null
auth,users,aud,3,character varying,YES,null,false,null
auth,users,role,4,character varying,YES,null,false,null
auth,users,email,5,character varying,YES,null,false,null
auth,users,encrypted_password,6,character varying,YES,null,false,null
auth,users,email_confirmed_at,7,timestamp with time zone,YES,null,false,null
auth,users,invited_at,8,timestamp with time zone,YES,null,false,null
auth,users,confirmation_token,9,character varying,YES,null,false,null
auth,users,confirmation_sent_at,10,timestamp with time zone,YES,null,false,null
auth,users,recovery_token,11,character varying,YES,null,false,null
auth,users,recovery_sent_at,12,timestamp with time zone,YES,null,false,null
auth,users,email_change_token_new,13,character varying,YES,null,false,null
auth,users,email_change,14,character varying,YES,null,false,null
auth,users,email_change_sent_at,15,timestamp with time zone,YES,null,false,null
auth,users,last_sign_in_at,16,timestamp with time zone,YES,null,false,null
auth,users,raw_app_meta_data,17,jsonb,YES,null,false,null
auth,users,raw_user_meta_data,18,jsonb,YES,null,false,null
auth,users,is_super_admin,19,boolean,YES,null,false,null
auth,users,created_at,20,timestamp with time zone,YES,null,false,null
auth,users,updated_at,21,timestamp with time zone,YES,null,false,null
auth,users,phone,22,text,YES,NULL::character varying,false,null
auth,users,phone_confirmed_at,23,timestamp with time zone,YES,null,false,null
auth,users,phone_change,24,text,YES,''::character varying,false,null
auth,users,phone_change_token,25,character varying,YES,''::character varying,false,null
auth,users,phone_change_sent_at,26,timestamp with time zone,YES,null,false,null
auth,users,confirmed_at,27,timestamp with time zone,YES,null,false,null
auth,users,email_change_token_current,28,character varying,YES,''::character varying,false,null
auth,users,email_change_confirm_status,29,smallint,YES,0,false,null
auth,users,banned_until,30,timestamp with time zone,YES,null,false,null
auth,users,reauthentication_token,31,character varying,YES,''::character varying,false,null
auth,users,reauthentication_sent_at,32,timestamp with time zone,YES,null,false,null
auth,users,is_sso_user,33,boolean,NO,false,false,null
auth,users,deleted_at,34,timestamp with time zone,YES,null,false,null
auth,users,is_anonymous,35,boolean,NO,false,false,null
billing,invoices,id,1,uuid,NO,gen_random_uuid(),true,null
billing,invoices,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""invoices_tenant_id_fkey""}]"
billing,invoices,subscription_id,3,uuid,NO,null,false,"[{""target_table"":""subscriptions"",""target_column"":""id"",""target_schema"":""billing"",""constraint_name"":""invoices_subscription_id_fkey""}]"
billing,invoices,amount_brl,4,numeric,NO,null,false,null
billing,invoices,amount_usd,5,numeric,NO,null,false,null
billing,invoices,status,6,USER-DEFINED,NO,'pending'::billing.payment_status,false,null
billing,invoices,due_date,7,timestamp with time zone,NO,null,false,null
billing,invoices,paid_at,8,timestamp with time zone,YES,null,false,null
billing,invoices,stripe_invoice_id,9,character varying,YES,null,false,null
billing,invoices,cielo_invoice_id,10,character varying,YES,null,false,null
billing,invoices,created_at,11,timestamp with time zone,YES,now(),false,null
billing,invoices,updated_at,12,timestamp with time zone,YES,now(),false,null
billing,invoices,metadata,13,jsonb,YES,'{}'::jsonb,false,null
billing,payment_methods,id,1,uuid,NO,gen_random_uuid(),true,null
billing,payment_methods,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""payment_methods_tenant_id_fkey""}]"
billing,payment_methods,provider,3,USER-DEFINED,NO,null,false,null
billing,payment_methods,type,4,USER-DEFINED,NO,null,false,null
billing,payment_methods,last_four,5,character varying,YES,null,false,null
billing,payment_methods,expiry_month,6,character varying,YES,null,false,null
billing,payment_methods,expiry_year,7,character varying,YES,null,false,null
billing,payment_methods,card_brand,8,character varying,YES,null,false,null
billing,payment_methods,is_default,9,boolean,YES,false,false,null
billing,payment_methods,stripe_payment_method_id,10,character varying,YES,null,false,null
billing,payment_methods,cielo_payment_method_id,11,character varying,YES,null,false,null
billing,payment_methods,created_at,12,timestamp with time zone,YES,now(),false,null
billing,payment_methods,updated_at,13,timestamp with time zone,YES,now(),false,null
billing,payment_methods,metadata,14,jsonb,YES,'{}'::jsonb,false,null
billing,plans,id,1,uuid,NO,gen_random_uuid(),true,null
billing,plans,name,2,character varying,NO,null,false,null
billing,plans,description,3,text,YES,null,false,null
billing,plans,price_brl,4,numeric,NO,null,false,null
billing,plans,price_usd,5,numeric,NO,null,false,null
billing,plans,interval,6,USER-DEFINED,NO,'monthly'::billing.billing_interval,false,null
billing,plans,features,7,jsonb,YES,'{}'::jsonb,false,null
billing,plans,stripe_price_id,8,character varying,YES,null,false,null
billing,plans,cielo_plan_id,9,character varying,YES,null,false,null
billing,plans,is_active,10,boolean,YES,true,false,null
billing,plans,created_at,11,timestamp with time zone,YES,now(),false,null
billing,plans,updated_at,12,timestamp with time zone,YES,now(),false,null
billing,plans,metadata,13,jsonb,YES,'{}'::jsonb,false,null
billing,subscriptions,id,1,uuid,NO,gen_random_uuid(),true,null
billing,subscriptions,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""subscriptions_tenant_id_fkey""}]"
billing,subscriptions,plan_id,3,uuid,NO,null,false,"[{""target_table"":""plans"",""target_column"":""id"",""target_schema"":""billing"",""constraint_name"":""subscriptions_plan_id_fkey""}]"
billing,subscriptions,status,4,USER-DEFINED,NO,'pending'::billing.subscription_status,false,null
billing,subscriptions,current_period_start,5,timestamp with time zone,NO,null,false,null
billing,subscriptions,current_period_end,6,timestamp with time zone,NO,null,false,null
billing,subscriptions,cancel_at_period_end,7,boolean,YES,false,false,null
billing,subscriptions,canceled_at,8,timestamp with time zone,YES,null,false,null
billing,subscriptions,trial_start,9,timestamp with time zone,YES,null,false,null
billing,subscriptions,trial_end,10,timestamp with time zone,YES,null,false,null
billing,subscriptions,stripe_subscription_id,11,character varying,YES,null,false,null
billing,subscriptions,cielo_subscription_id,12,character varying,YES,null,false,null
billing,subscriptions,created_at,13,timestamp with time zone,YES,now(),false,null
billing,subscriptions,updated_at,14,timestamp with time zone,YES,now(),false,null
billing,subscriptions,metadata,15,jsonb,YES,'{}'::jsonb,false,null
billing,transactions,id,1,uuid,NO,gen_random_uuid(),true,null
billing,transactions,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""transactions_tenant_id_fkey""}]"
billing,transactions,invoice_id,3,uuid,NO,null,false,"[{""target_table"":""invoices"",""target_column"":""id"",""target_schema"":""billing"",""constraint_name"":""transactions_invoice_id_fkey""}]"
billing,transactions,payment_method_id,4,uuid,YES,null,false,"[{""target_table"":""payment_methods"",""target_column"":""id"",""target_schema"":""billing"",""constraint_name"":""transactions_payment_method_id_fkey""}]"
billing,transactions,amount_brl,5,numeric,NO,null,false,null
billing,transactions,amount_usd,6,numeric,NO,null,false,null
billing,transactions,provider,7,USER-DEFINED,NO,null,false,null
billing,transactions,status,8,USER-DEFINED,NO,'pending'::billing.payment_status,false,null
billing,transactions,stripe_payment_intent_id,9,character varying,YES,null,false,null
billing,transactions,cielo_payment_id,10,character varying,YES,null,false,null
billing,transactions,error_message,11,text,YES,null,false,null
billing,transactions,created_at,12,timestamp with time zone,YES,now(),false,null
billing,transactions,updated_at,13,timestamp with time zone,YES,now(),false,null
billing,transactions,metadata,14,jsonb,YES,'{}'::jsonb,false,null
cp,api_key_logs,id,1,uuid,NO,gen_random_uuid(),true,null
cp,api_key_logs,key_id,2,uuid,NO,null,false,"[{""target_table"":""api_keys"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""api_key_logs_key_id_fkey""}]"
cp,api_key_logs,tenant_id,3,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""api_key_logs_tenant_id_fkey""}]"
cp,api_key_logs,route,4,text,NO,null,false,null
cp,api_key_logs,country_from,5,text,YES,null,false,null
cp,api_key_logs,country_to,6,text,YES,null,false,null
cp,api_key_logs,purpose,7,text,YES,null,false,null
cp,api_key_logs,duration,8,text,YES,null,false,null
cp,api_key_logs,status,9,smallint,NO,null,false,null
cp,api_key_logs,elapsed_ms,10,integer,YES,null,false,null
cp,api_key_logs,created_at,11,timestamp with time zone,NO,now(),false,null
cp,api_keys,id,1,uuid,NO,gen_random_uuid(),true,null
cp,api_keys,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""api_keys_tenant_id_fkey""}]"
cp,api_keys,name,3,text,NO,null,false,null
cp,api_keys,hash,4,text,NO,null,false,null
cp,api_keys,last4,5,text,NO,null,false,null
cp,api_keys,scope,6,ARRAY,NO,ARRAY[]::text[],false,null
cp,api_keys,expires_at,7,timestamp with time zone,YES,null,false,null
cp,api_keys,created_at,8,timestamp with time zone,NO,now(),false,null
cp,api_keys,key_hash,9,text,YES,null,false,null
cp,billing_events,id,1,uuid,NO,gen_random_uuid(),true,null
cp,billing_events,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""billing_events_tenant_fkey""},{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""billing_events_tenant_id_fkey""}]"
cp,billing_events,period_start,3,date,NO,null,false,null
cp,billing_events,period_end,4,date,NO,null,false,null
cp,billing_events,amount_cents,5,integer,NO,0,false,null
cp,billing_events,currency,6,text,NO,'BRL'::text,false,null
cp,billing_events,status,7,text,NO,'open'::text,false,null
cp,billing_events,items,8,jsonb,NO,'[]'::jsonb,false,null
cp,billing_events,created_at,9,timestamp with time zone,NO,now(),false,null
cp,billing_events,updated_at,10,timestamp with time zone,NO,now(),false,null
cp,contacts,id,1,uuid,NO,gen_random_uuid(),true,null
cp,contacts,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""contacts_tenant_id_fkey""}]"
cp,contacts,name,3,text,NO,null,false,null
cp,contacts,email,4,text,YES,null,false,null
cp,contacts,phone,5,text,YES,null,false,null
cp,contacts,role,6,text,YES,null,false,null
cp,contacts,is_primary,7,boolean,YES,false,false,null
cp,contacts,created_at,8,timestamp with time zone,NO,now(),false,null
cp,control_plane_config,id,1,bigint,NO,1,true,null
cp,control_plane_config,created_at,2,timestamp with time zone,NO,now(),false,null
cp,control_plane_config,updated_at,3,timestamp with time zone,NO,now(),false,null
cp,control_plane_config,limites,4,jsonb,NO,"'{""max_leads_por_tenant"": 100, ""max_usuarios_por_tenant"": 5, ""max_requisicoes_api_por_dia"": 1000, ""max_armazenamento_por_tenant"": 1024}'::jsonb",false,null
cp,control_plane_config,instancia,5,jsonb,NO,"'{""modo_manutencao"": false, ""versao_atual_api"": ""1.0.0"", ""versao_minima_cli"": ""1.0.0"", ""dominios_permitidos"": []}'::jsonb",false,null
cp,control_plane_config,servicos,6,jsonb,NO,"'{""oauth_habilitado"": false, ""convites_habilitados"": true, ""api_publica_habilitada"": true, ""registro_publico_habilitado"": true}'::jsonb",false,null
cp,control_plane_user_activities,id,1,uuid,NO,gen_random_uuid(),true,null
cp,control_plane_user_activities,user_id,2,uuid,YES,null,false,"[{""target_table"":""control_plane_users"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""control_plane_user_activities_user_id_fkey""}]"
cp,control_plane_user_activities,tenant_id,3,uuid,YES,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""control_plane_user_activities_tenant_id_fkey""}]"
cp,control_plane_user_activities,tipo,4,text,NO,null,false,null
cp,control_plane_user_activities,descricao,5,text,NO,null,false,null
cp,control_plane_user_activities,ip_address,6,text,YES,null,false,null
cp,control_plane_user_activities,metadata,7,jsonb,YES,'{}'::jsonb,false,null
cp,control_plane_user_activities,created_at,8,timestamp with time zone,NO,now(),false,null
cp,control_plane_users,id,1,uuid,NO,gen_random_uuid(),true,null
cp,control_plane_users,auth_id,2,uuid,YES,null,false,"[{""target_table"":""users"",""target_column"":""id"",""target_schema"":""auth"",""constraint_name"":""control_plane_users_auth_id_fkey""}]"
cp,control_plane_users,tenant_id,3,uuid,YES,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""control_plane_users_tenant_id_fkey""}]"
cp,control_plane_users,email,4,text,NO,null,false,null
cp,control_plane_users,nome,5,text,YES,null,false,null
cp,control_plane_users,role,6,text,NO,'readonly'::text,false,null
cp,control_plane_users,status,7,text,NO,'pendente'::text,false,null
cp,control_plane_users,two_factor_enabled,8,boolean,NO,false,false,null
cp,control_plane_users,permissoes,9,ARRAY,YES,'{}'::jsonb[],false,null
cp,control_plane_users,metadata,10,jsonb,YES,'{}'::jsonb,false,null
cp,control_plane_users,avatar_url,11,text,YES,null,false,null
cp,control_plane_users,ultimo_acesso,12,timestamp with time zone,YES,null,false,null
cp,control_plane_users,created_at,13,timestamp with time zone,NO,now(),false,null
cp,control_plane_users,updated_at,14,timestamp with time zone,YES,null,false,null
cp,domains,id,1,uuid,NO,gen_random_uuid(),true,null
cp,domains,tenant_id,2,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""domains_tenant_id_fkey""}]"
cp,domains,domain,3,text,NO,null,false,null
cp,domains,is_default,4,boolean,NO,false,false,null
cp,domains,created_at,5,timestamp with time zone,NO,now(),false,null
cp,invoices,id,1,uuid,NO,gen_random_uuid(),true,null
cp,invoices,subscription_id,2,uuid,YES,null,false,"[{""target_table"":""subscriptions"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""invoices_subscription_id_fkey""}]"
cp,invoices,tenant_id,3,uuid,NO,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""invoices_tenant_id_fkey""}]"
cp,invoices,amount_cents,4,integer,NO,null,false,null
cp,invoices,currency,5,text,NO,'BRL'::text,false,null
cp,invoices,status,6,text,NO,'open'::text,false,null
cp,invoices,issued_at,7,timestamp with time zone,YES,null,false,null
cp,invoices,due_at,8,timestamp with time zone,YES,null,false,null
cp,invoices,paid_at,9,timestamp with time zone,YES,null,false,null
cp,invoices,stripe_invoice_id,10,text,YES,null,false,null
cp,invoices,created_at,11,timestamp with time zone,NO,now(),false,null
cp,lead_activity,id,1,uuid,NO,gen_random_uuid(),true,null
cp,lead_activity,lead_id,2,uuid,NO,null,false,"[{""target_table"":""leads"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""lead_activity_lead_id_fkey""}]"
cp,lead_activity,actor_id,3,uuid,YES,null,false,null
cp,lead_activity,action,4,text,NO,null,false,null
cp,lead_activity,details,5,jsonb,NO,'{}'::jsonb,false,null
cp,lead_activity,created_at,6,timestamp with time zone,NO,now(),false,null
cp,lead_stages,id,1,uuid,NO,gen_random_uuid(),true,null
cp,lead_stages,tenant_id,2,uuid,NO,null,false,null
cp,lead_stages,slug,3,text,NO,null,false,null
cp,lead_stages,label,4,text,NO,null,false,null
cp,lead_stages,ord,5,smallint,NO,0,false,null
cp,lead_stages,is_won,6,boolean,NO,false,false,null
cp,lead_stages,is_lost,7,boolean,NO,false,false,null
cp,lead_stages,created_at,8,timestamp with time zone,NO,now(),false,null
cp,leads,id,1,uuid,NO,gen_random_uuid(),true,null
cp,leads,organization_name,2,text,YES,null,false,null
cp,leads,email,3,text,YES,null,false,null
cp,leads,phone,4,text,YES,null,false,null
cp,leads,source,5,text,YES,null,false,null
cp,leads,stage,6,text,YES,'novo'::text,false,null
cp,leads,value_cents,7,integer,YES,0,false,null
cp,leads,owner_id,8,uuid,YES,null,false,null
cp,leads,tenant_id,9,uuid,YES,null,false,"[{""target_table"":""tenants"",""target_column"":""id"",""target_schema"":""cp"",""constraint_name"":""leads_tenant_id_fkey""}]"
cp,leads,created_at,10,timestamp with time zone,NO,now(),false,null
cp,leads,updated_at,11,timestamp with time zone,NO,now(),false,null
cp,leads,utm_source,12,text,YES,null,false,null
cp,leads,utm_medium,13,text,YES,null,false,null
cp,leads,utm_campaign,14,text,YES,null,false,null
cp,leads,utm_content,15,text,YES,null,false,null
cp,leads,utm_term,16,text,YES,null,false,null
cp,leads,capture_channel,17,text,YES,'web'::text,false,null
cp,leads,consent,18,boolean,YES,false,false,null
cp,leads,page_url,19,text,YES,null,false,null
cp,leads,referrer,20,text,YES,null,false,null
